Series Name,Series Code,Country Name,Country Code,1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Population growth (annual %),SP.POP.GROW,Australia,AUS,1.27457757809254,1.21339077499647,0.9783366810892,1.05850884158683,1.20801981192904,1.31381929938745,1.11872568961022,1.04223571564164,1.14250518739456,1.19227232344832,1.34835834227145,1.22056378534358,1.23399666342628,1.15935216218033,1.31978955436191,1.47522794532757,0.624678435014185,2.00402174031569,2.0610451296841,1.55548958906995,1.38952731561803,1.72289521851643,1.73429976973791,1.56543128326783,..
Population growth (annual %),SP.POP.GROW,Austria,AUT,0.998418103144403,1.10055228652823,0.824627940995206,0.384869546678302,0.153106260702748,0.135019833748789,0.113316608322994,0.109728368100981,0.194563153264961,0.240466652446524,0.382799394483217,0.49198046425522,0.487133894826838,0.620413127334181,0.681267248299787,0.494797775098466,0.324146535285463,0.313041437661508,0.261953189906348,0.240394299500766,0.337080841831645,0.45593747231891,0.584103985990017,0.647909059253162,..
Population growth (annual %),SP.POP.GROW,Azerbaijan,AZE,1.55235272538718,1.51507709398871,1.51915269467542,1.35173009665235,1.15169444694746,1.0098480432984,0.964673773704232,0.949138146647058,0.877598699856844,0.821519963674211,0.774765939386613,0.746173582716985,0.757650955616913,0.875427280482454,1.02226559239828,1.09858657441812,1.13385546615645,2.09985403259251,2.07614826384645,1.18978770786007,1.30300085487651,1.32876382733755,1.29344702700591,1.2769828044979,..
Population growth (annual %),SP.POP.GROW,"Bahamas, The",BHS,1.84716966056998,1.90276010841948,1.87313078672446,1.73218629784227,1.52793888522359,1.29128319419773,1.11291358221581,1.06964012573306,1.20558118024276,1.46047234373514,1.74604995875838,1.97031400564357,2.10816429961908,2.12511287342056,2.05720208000751,1.97226426450903,1.90490377875672,1.83200799756652,1.76100386954817,1.69090542297835,1.61671386097691,1.53622495676982,1.4537150739224,1.37024992020178,..
Population growth (annual %),SP.POP.GROW,Bahrain,BHR,2.72690469820467,2.53674482736933,2.44598566630272,2.48140801849425,2.62019642403892,2.82026588160848,3.05350511563485,3.32627088395723,3.63038474328081,3.96929512643766,4.11852458993287,4.29170995652825,4.87399418865824,5.91335262374852,7.05066797186552,8.16839562238744,8.72373982755619,8.33298234007609,7.00785801994077,5.25283954174292,3.48217517311682,2.08850552032738,1.18152521488202,0.922275349535584,..
Population growth (annual %),SP.POP.GROW,Bangladesh,BGD,2.35593892594474,2.25778365723622,2.18776006789379,2.15512213541739,2.14571869992494,2.13809047315436,2.11569060748603,2.07858660834205,2.02166926824482,1.94944844034694,1.88291618637507,1.81660621207158,1.72600422262935,1.6058033327015,1.47034775026596,1.32695709100262,1.20334802641309,1.12588148502208,1.10906179521223,1.1348796339684,1.17293390457173,1.19988286442375,1.21635117232582,1.21437738484915,..
Population growth (annual %),SP.POP.GROW,Barbados,BRB,0.347739756726443,0.345009082062827,0.345343258834529,0.350593977854191,0.358049976354265,0.368429995097463,0.376817914592019,0.375776531985557,0.361727370650033,0.340784132550649,0.313769858775551,0.292531080207788,0.287637672107688,0.304390793782755,0.337047754297395,0.374099111648502,0.404213948915766,0.419536307508868,0.414192513058965,0.394243134713811,0.369889455019537,0.347930380767262,0.327257096475469,0.309958313694471,..
Population growth (annual %),SP.POP.GROW,Belarus,BLR,0.0490604925701611,0.215580681238814,0.22488398624416,-0.117267676880397,-0.323196990602574,-0.334086976751416,-0.424126492658251,-0.475578029027548,-0.338241468517637,-0.299401421260478,-0.772592013339061,-0.636590842772739,-0.691692311207347,-0.686232016459154,-0.690973718074219,-0.612448065816466,-0.459195129569691,-0.335289501031099,-0.220646267610558,-0.178975675505685,-0.17929657284391,-0.0950520217311779,0.0211304807970502,0.0422475713930697,..
Population growth (annual %),SP.POP.GROW,Belgium,BEL,0.371593165668169,0.405713495856337,0.390638517826929,0.308197073686726,0.209436838020324,0.1953931762382,0.241991884983082,0.213527650670943,0.229189103029716,0.242517956221334,0.343951157623668,0.448268894821562,0.418641508069053,0.432788248129175,0.550055708089009,0.659558214980699,0.734330830765919,0.789976845480149,0.804599572619861,1.1399519257183,1.16053657922952,0.726031655132031,0.489184301296706,0.378347065020028,..
Population growth (annual %),SP.POP.GROW,Belize,BLZ,1.88819882562448,1.65733022810915,1.68092625324977,2.03516727669186,2.58628354034402,3.19162875022389,3.64585662680824,3.84249865950151,3.72289234004136,3.40867321100014,3.05697095631233,2.78947920924869,2.60867664989943,2.55068237537369,2.57234884028636,2.60349530526027,2.59776911246009,2.56792504157441,2.5029931560912,2.41824181128357,2.33076829194746,2.25689110643714,2.19894305855656,2.15930527714553,..
Population growth (annual %),SP.POP.GROW,Benin,BEN,3.56003091120842,3.70661907777886,3.72637941117766,3.59560507978874,3.37878495569867,3.13560265469565,2.9510615146731,2.86965702304756,2.92032845241275,3.05176614584761,3.19399249935225,3.28800929940672,3.32829033967979,3.29908200503968,3.22366881609206,3.14417525128484,3.07778421946697,3.00781187669887,2.93695815986065,2.86744784696875,2.79545766366714,2.72747256042734,2.6748077964742,2.6410767577434,..
Population growth (annual %),SP.POP.GROW,Bermuda,BMU,-0.51410848531841,-0.721776994629031,0.537588531444655,0.695976913936525,0.718138907619692,0.641047099387393,0.612017495717554,0.737226639337485,0.561180119127713,0.894182915884811,1.08518105218895,0.652758223473704,0.656472533062069,0.655349388077386,0.649513649199873,0.575178476790228,0.56568975404121,0.593330045617058,0.556125810059283,-0.780059723322568,-0.8598980406609,0.362431076141512,0.313281274113408,0.276918816633587,..
Population growth (annual %),SP.POP.GROW,Bhutan,BTN,-0.154553037119583,-1.24074409431019,-1.76482135814289,-1.44921772760743,-0.487122623095525,0.681504369833655,1.65300378332695,2.38795971228163,2.7510924918563,2.84045147451796,2.89931580939784,2.99156047056288,2.97216285272579,2.84034000647867,2.63404466728639,2.39101037999597,2.15835983474271,1.9643759932383,1.83064948955609,1.73888684543746,1.6523702755692,1.55359954324877,1.45843204180211,1.36494523599918,..
Population growth (annual %),SP.POP.GROW,Bolivia,BOL,1.96810876752664,1.97083456527638,1.97326555463687,1.97437952215368,1.97332098939112,1.97241950868128,1.96839814811822,1.95509600742602,1.93050993277891,1.89813098774175,1.86352535660446,1.83057652351032,1.79893916401222,1.76985814676158,1.74285886671485,1.71596523916112,1.68910249240641,1.6641389074556,1.64149911391278,1.62066507482024,1.60024554535038,1.58022680887137,1.56184576448768,1.54527839862755,..
Population growth (annual %),SP.POP.GROW,Bosnia and Herzegovina,BIH,-1.98777439456074,-3.12939947031861,-3.79092140439254,-3.66211475237457,-2.87074308041383,-1.7849538005921,-0.824642028392429,-0.0914860349078332,0.224621196790253,0.22406505014526,0.180938789260007,0.226075115866857,0.235153524589878,0.22396431795548,0.195972278794453,0.133656941843787,0.0498507483117376,-0.0174214962172637,-0.0525432767962434,-0.0644859457847105,-0.0768953114014721,-0.101583030403432,-0.127705993556694,-0.156496090680957,..
Population growth (annual %),SP.POP.GROW,Botswana,BWA,2.87771758398885,2.80207782515191,2.69557517145644,2.55181570254776,2.3854048753134,2.2293699164958,2.08862195060795,1.94142183039255,1.78697727974233,1.63785571431712,1.48337582255241,1.36038272826822,1.32141334686348,1.38843123961756,1.52732083545816,1.68465398650212,1.81704284784647,1.92064128333267,1.97969876487087,2.00344897114021,2.02422019842406,2.04225992425485,2.02766910642899,1.97561405709693,..
Population growth (annual %),SP.POP.GROW,Brazil,BRA,1.66415039679521,1.59730289006838,1.55384936209586,1.53948209832168,1.54456681760655,1.55347567842489,1.55507539704588,1.5500115548493,1.53440172087956,1.50938769771266,1.48670813501134,1.46119528405558,1.41594832801114,1.34637132994086,1.26157825677543,1.17044204549015,1.08808050317716,1.02447207415688,0.986850982951653,0.967796558286436,0.953765381161696,0.935181982037551,0.913687864138812,0.886360083057745,..
Population growth (annual %),SP.POP.GROW,Brunei Darussalam,BRN,2.84920213893774,2.84309002757051,2.80167534656675,2.71766205112093,2.6054255791733,2.49034141454623,2.38399385700056,2.27484559026106,2.16620377819118,2.0606934279725,1.95324560668466,1.8543951470538,1.78201962174014,1.74210404495384,1.72498560165676,1.71529288437488,1.69918538435108,1.6755219877253,1.63938524772522,1.59463745888026,1.54933120773264,1.50793895336745,1.46561237679693,1.42240298587419,..
Population growth (annual %),SP.POP.GROW,Bulgaria,BGR,-0.990425980099359,-1.07385319076042,-0.797665851516421,-0.339586079485037,-0.44539850047226,-0.515729879636827,-0.608797354537911,-0.66730270106626,-0.560648224779443,-0.493896416633318,-1.85163779268726,-1.91102031533295,-0.572406972657503,-0.543375462654425,-0.53167882270332,-0.529571958902757,..,-0.70192274454598,-0.644281362547054,-0.658275446635908,-0.641228920515067,-0.579220596364389,-0.559647217410859,-0.535822305829658,..
Population growth (annual %),SP.POP.GROW,Burkina Faso,BFA,2.67700162178361,2.69295421252791,2.70958293106638,2.72733302285262,2.74591408163248,2.76553181975204,2.78527163422501,2.80410113981613,2.82169953853824,2.83911050932428,2.85176004369972,2.86586937183613,2.89173877566959,2.93205077386823,2.97859809375221,3.02535638859032,3.05955949886729,3.07212784044305,3.05862861324291,3.02777320891963,2.99203920293763,2.96043989971957,2.93256720296721,2.91101831662217,..
Population growth (annual %),SP.POP.GROW,Burundi,BDI,2.57278819483583,2.32884181151872,2.09440580381355,1.87829357230206,1.69709718541809,1.50148635720532,1.36403686441732,1.41543898162831,1.70208394003663,2.1413461824972,2.62009608929396,3.02289226622367,3.31456475287364,3.45783600756093,3.49616322179139,3.51512200972381,3.54443649733246,3.54456107657844,3.51927601240646,3.47723280276101,3.41864281221244,3.35884601687826,3.31626500011767,3.29780374786576,..
Population growth (annual %),SP.POP.GROW,Cabo Verde,CPV,2.33726548639398,2.58477597697937,2.73783911754098,2.76789450955604,2.70696118388468,2.62534985313868,2.54476467669411,2.42970458495485,2.28201930586987,2.11014689991713,1.94567888628418,1.78104365296981,1.58574936597923,1.35459212285713,1.11089989145055,0.848518827081227,0.628009354997843,0.527613849358106,0.587123542696478,0.758612187090999,0.970036159319869,1.14676632635777,1.2673163521566,1.30206194557833,..
Population growth (annual %),SP.POP.GROW,Cambodia,KHM,3.4341477467482,3.53651921324464,3.53792785050619,3.41998855597481,3.22318296793975,3.01822163602952,2.83165904324581,2.63525094136556,2.43371579808045,2.23499846250207,2.03665236712955,1.85516642931481,1.71392443566711,1.6231665963342,1.57177054907178,1.52954222964231,1.49220903680766,1.48189634422316,1.50068364050621,1.53819219244247,1.5852491843818,1.62554554951901,1.64699313490434,1.64159612591134,..
Population growth (annual %),SP.POP.GROW,Cameroon,CMR,2.93851474902601,2.90524475200439,2.86828034479645,2.8278878599597,2.78622227451123,2.74467054379163,2.7063900279297,2.67412203903315,2.64927882167019,2.63016560567152,2.61284494881725,2.59649723343605,2.58357023523058,2.5741423066732,2.56713890569511,2.56036542166637,2.5534941817746,2.5478060054317,2.54323084363269,2.53864174760077,2.53383207092297,2.52674162262418,2.51515321517122,2.49811030629492,..
Population growth (annual %),SP.POP.GROW,Canada,CAN,1.36050617419992,1.22741759955137,1.09433192142493,0.961244716987835,0.828159179340214,1.0771646811962,1.05701539463985,0.865613663209682,0.827369318170541,0.882998576899551,1.00952166618952,0.897131276677935,0.996232738932617,1.00203442432575,0.985903766968816,0.796844597283984,0.969853611087127,1.08219708560653,1.14484018257099,1.11395972071239,0.987617711325488,1.19118432966877,1.1557184377351,1.08097771689146,..
Population growth (annual %),SP.POP.GROW,Cayman Islands,CYM,4.69434099003186,4.44368334468498,4.4607245321288,4.78057877389204,5.24039733127042,5.71566597478709,5.96436024429152,5.85402607122882,5.33446043053221,4.60232148503509,3.84038157946149,3.2367490132521,2.84241490194793,2.71523468161588,2.7607516361954,2.84861786993554,2.86105340412656,2.76824342930029,2.53721286628865,2.22972240838735,1.91103961057322,1.65119174494934,1.46174436576276,1.36635300494472,..
Population growth (annual %),SP.POP.GROW,Central African Republic,CAF,2.45837492224584,2.56374151518745,2.6106001266987,2.57931356374232,2.49323260764163,2.40861529429646,2.33549726188473,2.23666407574723,2.11013179351565,1.9714548574034,1.82511406918188,1.70119281258762,1.63203837035114,1.63321664595548,1.68368411506199,1.74772740839018,1.8007463476154,1.84622790496358,1.87665693729552,1.89595940485881,1.91474626714581,1.93652167505049,1.95453725845801,1.96828338590843,..
Population growth (annual %),SP.POP.GROW,Chad,TCD,3.19107513438267,3.18329159616206,3.19942323059402,3.24830287913233,3.31840751852811,3.37563464550714,3.4221885280047,3.48807838275767,3.57638981332594,3.66948744658657,3.76688866073872,3.83278804661831,3.82942097730559,3.7455252925752,3.61477548572222,3.4718677900052,3.35725522125768,3.28723416184169,3.2743808065161,3.29714491839357,3.32441272923818,3.33406897340631,3.32824339483835,3.3015950889173,..
Population growth (annual %),SP.POP.GROW,Channel Islands,CHI,0.63705541117071,0.486214342114316,0.395678922295709,0.395514299175656,0.460621887492035,0.541398848053476,0.603703204419147,0.656686515329447,0.688296624951417,0.703764961589731,0.718208110634293,0.736945557073094,0.745368029217652,0.744423563324296,0.733738184584848,0.721316084951383,0.705928280432168,0.681944553572252,0.648958634286499,0.609688999698475,0.566124134411976,0.526374244170223,0.49586776268242,0.479304420081339,..
Population growth (annual %),SP.POP.GROW,Chile,CHL,1.60675238790486,1.58160892550807,1.54860812774005,1.50775680190808,1.46186060587732,1.41334257205661,1.36635023330164,1.3241940442286,1.28910650475331,1.25970165983212,1.23184237117573,1.20466245781991,1.18128285027568,1.16206826581064,1.14624045776114,1.13143848779073,1.11766237439486,1.10690662858035,1.09941103902074,1.09376757510763,1.08871240451405,1.08201920515786,1.07193883582197,1.05729358069562,..
Population growth (annual %),SP.POP.GROW,China,CHN,1.36443400840349,1.2255362283362,1.14961943083465,1.13026063215591,1.08650915088974,1.04814151412165,1.02345002419879,0.959550406298151,0.865851392993279,0.787956592953992,0.726380637838525,0.669999567758626,0.622860936133583,0.593932815112141,0.588124989556992,0.558374367373002,0.522271866392275,0.51238693163744,0.497381400884935,0.482959688678361,0.47915045424996,0.487231117971201,0.49370963351136,0.506311591779847,..
Population growth (annual %),SP.POP.GROW,Colombia,COL,1.86512863066283,1.82171444073879,1.77413105510444,1.72116029118369,1.66552473991989,1.60833192024019,1.55521299906191,1.51172375843346,1.48059703891801,1.45765832224384,1.43737426987542,1.41372046852159,1.38468976805349,1.34788776903394,1.30563499013098,1.26287097636306,1.22187351991691,1.18064722772051,1.13957778918184,1.09888536231866,1.05789753706056,1.01744880528768,0.97926582949045,0.944004217769977,..
Population growth (annual %),SP.POP.GROW,Comoros,COM,2.94598259537686,2.92620162894872,2.89597601879358,2.85414540799781,2.80497053333635,2.75683669459141,2.71071040256595,2.66012247119914,2.60505069291978,2.54949760413901,2.49359082900645,2.44578149491285,2.41606082434385,2.40825670166935,2.41533016311682,2.42449473746372,2.42994831817268,2.43543841573423,2.43929559468358,2.44119500998399,2.44267506650598,2.44060090158682,2.42862481550242,2.4045509246111,..
Population growth (annual %),SP.POP.GROW,"Congo, Dem. Rep.",ZAR,3.7790308076253,3.98099650998577,3.97236151850463,3.71754045601226,3.32516086311946,2.90032490096933,2.57642558381462,2.4159178344831,2.46731693243947,2.65824841093958,2.87278081008153,3.03226896840527,3.14932676047852,3.20396662207463,3.2151508796998,3.22315639608717,3.24078499174243,3.24647977001864,3.24063075348708,3.22659143640544,3.20661169780502,3.1854222588236,3.16693693147678,3.15317544960179,..
Population growth (annual %),SP.POP.GROW,"Congo, Rep.",COG,2.63250140763623,2.60967810734797,2.6059647670347,2.62505825930661,2.65552004280901,2.70538759237434,2.7423691517016,2.72465049112012,2.6386915673205,2.5175406878016,2.37138707443549,2.2664169260151,2.26761730657729,2.40302564528861,2.61721744447465,2.85651261597655,3.0348245728953,3.10303740999648,3.03265061713864,2.87643520354072,2.70185233263234,2.57003380106383,2.49182239864314,2.48634721343358,..
Population growth (annual %),SP.POP.GROW,Costa Rica,CRI,2.54045776436736,2.54350761638919,2.53229883827443,2.50318351702938,2.45760404209378,2.41463979119959,2.36270338498219,2.27239125611724,2.13650447743787,1.9739069724111,1.80130466049935,1.64787684453525,1.5328334263538,1.46926578806343,1.44175231492684,1.42457975528033,1.39834537428609,1.36474894401435,1.31772561859452,1.26224702224846,1.20743756243273,1.15966975196247,1.11714312961325,1.08143042772854,..
Population growth (annual %),SP.POP.GROW,Cote d'Ivoire,CIV,3.51358610357233,3.47775371384343,3.41160724895331,3.30832009666909,3.17791824233256,3.06179810509088,2.94693217326857,2.78563560709902,2.56926245136243,2.32817138721433,2.08152156555535,1.87986451522971,1.76558701877387,1.76225173256362,1.83772527873051,1.93178454429336,2.01235410892863,2.09574817891161,2.17363848432141,2.24437332884641,2.3197544697874,2.3904618964095,2.4335778191008,2.44243260978919,..
Population growth (annual %),SP.POP.GROW,Croatia,HRV,-5.81433929887776,-0.890874488910955,3.73259576126863,0.215285336110109,0.407769638953509,-3.82017422256626,1.72075721694268,-1.56511516217686,1.17063733307521,-2.85097260126899,0.315813481527542,0,0,-0.0225250592235249,0.0675599620337599,-0.0450349028102344,-0.0901306956012776,-0.0336395618846142,-0.122523788437248,-0.255390215675652,..,-0.305655944795909,-0.278250585649763,-0.454540884571497,..
Population growth (annual %),SP.POP.GROW,Cuba,CUB,0.776549522981522,0.665393379415266,0.57381897413738,0.516180751921682,0.483587799698029,0.451243182691216,0.41045242808484,0.376203969243574,0.349085460502779,0.326896007621525,0.31151989071027,0.296096045791139,0.270516617278471,0.230170709579933,0.181070555511575,0.125548848903653,0.0784068937518416,0.0548943275856201,0.06377812971734,0.0945872935953251,0.136419273388738,0.168188789054051,0.1750617576181,0.146040659128383,..
Population growth (annual %),SP.POP.GROW,Curacao,CUW,-0.688056323323484,-0.340600020579915,0.268553408849753,0.229122133675804,0.351314684120746,0.800841487823614,0.443290344067027,-1.70475050957122,-3.55373781613171,-4.07538613162288,-3.6617798581649,0.122361119924304,2.06210246711066,1.72502952808587,2.55007380740239,2.56811425717747,1.97486219793502,1.25822530732751,0.65115206175087,1.26551415533004,1.42089766276671,0.829929595036991,1.13302880236381,1.32455689111688,..
Population growth (annual %),SP.POP.GROW,Cyprus,CYP,2.13294237548282,2.21274618703149,2.24205642909554,2.21654263513833,2.15339580443576,2.06609668575197,1.98274161764282,1.92437112313028,1.9035976998581,1.90461766621283,1.91052599496293,1.89573326774612,1.84703888364325,1.75547724306791,1.63632762953868,1.50967916136825,1.39696010264641,1.30559551794752,1.24347852472848,1.20311126252162,1.16731774006706,1.12728698014579,1.08757079913875,1.04614274289616,..
Population growth (annual %),SP.POP.GROW,Czech Republic,CZE,-0.240064841789636,0.102241165106867,0.103947042476644,0.0361217655856125,-0.0613140627238111,-0.11638129923463,-0.107762749274352,-0.0947447516571582,-0.102175934295454,-0.280414108078884,-0.375719704335905,-0.192901617564167,-0.028620590719166,0.0304348483027166,0.138325980046718,0.270795629232185,0.583542205385113,0.829412602993033,0.569729451418061,0.29136167418042,0.206747667335417,0.139925655740972,0.0331699460503076,-0.0352535419144028,..
Population growth (annual %),SP.POP.GROW,Denmark,DNK,0.259518212115074,0.330671401713551,0.333166395661953,0.337707376243322,0.520962181078711,0.565926341934592,0.415564969331455,0.363162523600756,0.330886246186545,0.334233618829261,0.358315678955486,0.319487125340996,0.272010444031566,0.258432282052875,0.275481733409308,0.328645158919929,0.443466054321374,0.587547590258978,0.535079062079429,0.444197154509531,0.411737855195019,0.376272242619955,0.416901360752097,0.437745717734919,..
Population growth (annual %),SP.POP.GROW,Djibouti,DJI,3.72392459992431,2.64755611856275,1.9193846956068,1.654379195532,1.70841575838277,1.8176622648149,1.83131093896233,1.82272551120309,1.75970608067585,1.66203709476641,1.58256829826989,1.53712236095388,1.49085887458006,1.44173592206785,1.39221549489518,1.3443300888285,1.30560645713607,1.28408648887771,1.28341566354684,1.29688733721092,1.31533328775904,1.32956029983194,1.33733318312804,1.33509343245264,..
Population growth (annual %),SP.POP.GROW,Dominica,DMA,-0.111442629165712,0.181911815907817,0.319307080127241,0.234259489779123,-0.00700579379432588,-0.310147393083406,-0.549676511914383,-0.653666604939036,-0.560641139813991,-0.319528001278609,-0.0272716183089621,0.209370102151928,0.360350444274546,0.380388397380067,0.308092273773846,0.209584306920349,0.148425655407151,0.121403781251399,0.160703747687301,0.241977580402877,0.329665232736423,0.395564054051722,0.445404035111464,0.465548898978779,..
Population growth (annual %),SP.POP.GROW,Dominican Republic,DOM,1.95710123573287,1.93229384515007,1.8954396014511,1.84311718555958,1.78162328979204,1.71713804386965,1.65956280385001,1.61488587422796,1.58732305198946,1.57146655159218,1.55861727889128,1.54211300192377,1.52219408245555,1.49678878800364,1.46746228240086,1.43770258865734,1.40927668587246,1.38089226767641,1.35277735865188,1.32461872155248,1.29644177365727,1.26743233316616,1.23674755509542,1.20398696153206,..
Population growth (annual %),SP.POP.GROW,Ecuador,ECU,2.34937197157363,2.31205984159252,2.26755316401409,2.21500466342911,2.15672484010438,2.10095438942017,2.0460403828437,1.98351980074965,1.91194224579009,1.83728637652126,1.75942633522378,1.69187924342125,1.65049523800982,1.64221003405918,1.65603357636801,1.67682758446052,1.68952488553959,1.6900575540007,1.67278517216528,1.64306662368325,1.61127440195003,1.58329154406498,1.55609791681243,1.53090212522316,..
Population growth (annual %),SP.POP.GROW,"Egypt, Arab Rep.",EGY,2.2660060540529,2.11339740264338,1.99343088028027,1.91876424769637,1.87816475415351,1.84263019097166,1.80594738987174,1.78775055048947,1.78942121934983,1.80447570394784,1.83430869043742,1.86294979657902,1.87061932452464,1.84921320734656,1.81244151506753,1.76198410376974,1.73002151572467,1.75094818744719,1.83963812909643,1.96771142660023,2.1066381794963,2.21110711674198,2.25432617430608,2.2188633037184,..
Population growth (annual %),SP.POP.GROW,El Salvador,SLV,1.31449306660356,1.31732084903366,1.28419222169865,1.20436264382199,1.09261388190363,0.972576835440587,0.863421998690937,0.766079413527705,0.687735706638272,0.6243992236814,0.564524145409418,0.504530494535223,0.45227219153528,0.408591186178445,0.372582143304354,0.341593391257067,0.315510506447466,0.296648937671816,0.28554182377421,0.280903300332568,0.279521915713861,0.28076840256955,0.286321131098152,0.296162907552657,..
